ID,姓名,颜色,领域
12443,王继忠,未知,宋朝
12444,傅潜,未知,宋朝
12445,张昭允,未知,宋朝
12446,戴兴,未知,宋朝
12447,王汉忠,未知,宋朝
12448,王能,未知,宋朝
12449,张凝,未知,宋朝
12450,魏能,未知,宋朝
12451,陈兴,未知,宋朝
12452,许均,未知,宋朝
12453,张进,未知,宋朝
12454,李重贵,未知,宋朝
12455,刘用,未知,宋朝
12456,耿全斌,未知,宋朝
12457,周仁美,未知,宋朝
12458,田绍斌,未知,宋朝
12459,王荣,未知,宋朝
12460,杨琼,未知,宋朝
12461,钱守俊,未知,宋朝
12462,徐兴,未知,宋朝
12463,王杲,未知,宋朝
12464,李重诲,未知,宋朝
12465,白守素,未知,宋朝
12466,张思钧,未知,宋朝
12467,王延范,未知,宋朝
12468,毕士安,未知,宋朝
12469,毕仲衍,未知,宋朝
12470,毕仲游,未知,宋朝
12471,李维,未知,宋朝
12472,王旦,未知,宋朝
12473,向敏中,未知,宋朝
12474,林特,未知,宋朝
12475,丁谓,未知,宋朝
12476,夏安期,未知,宋朝
12477,陈尧叟,未知,宋朝
12478,陈尧佐,未知,宋朝
12479,陈渐,未知,宋朝
12480,陈尧咨,未知,宋朝
12481,陈执中,未知,宋朝
12482,刘沆,未知,宋朝
12483,冯拯,未知,宋朝
12484,冯行己,未知,宋朝
12485,冯伸己,未知,宋朝
12486,贾昌朝,未知,宋朝
12487,贾昌衡,未知,宋朝
12488,贾炎,未知,宋朝
12489,梁适,未知,宋朝
12490,梁子美,未知,宋朝
12491,鲁宗道,未知,宋朝
12492,薛奎,未知,宋朝
12493,王曙,未知,宋朝
12494,王益柔,未知,宋朝
12495,蔡齐,未知,宋朝
12496,蔡延庆,未知,宋朝
12497,杨砺,未知,宋朝
12498,宋湜,未知,宋朝
12499,王嗣宗,未知,宋朝
12500,李昌龄,未知,宋朝
12501,赵孚,未知,宋朝
12502,赵安仁,未知,宋朝
12503,赵良规,未知,宋朝
12504,赵君锡,未知,宋朝
12505,陈彭年,未知,宋朝
12506,任中正,未知,宋朝
12507,任中师,未知,宋朝
12508,周起,未知,宋朝
12509,程琳,未知,宋朝
12510,姜遵,未知,宋朝
12511,范雍,未知,宋朝
12512,范子奇,未知,宋朝
12513,范坦,未知,宋朝
12514,赵稹,未知,宋朝
12515,任布,未知,宋朝
12516,高若讷,未知,宋朝
12517,孙沔,未知,宋朝
12518,高琼,未知,宋朝
12519,高继勋,未知,宋朝
12520,高继宣,未知,宋朝
12521,范廷召,未知,宋朝
12522,葛怀敏,未知,宋朝
12523,孙继邺,未知,宋朝
12524,张耆,未知,宋朝
12525,张希一,未知,宋朝
12526,张利一,未知,宋朝
12527,杨崇勋,未知,宋朝
12528,夏守恩,未知,宋朝
12529,夏随,未知,宋朝
12530,夏守赟,未知,宋朝
12531,张玉,未知,宋朝
12532,孙节,未知,宋朝
12533,吴育,未知,宋朝
12534,宋绶,未知,宋朝
12535,宋昌言,未知,宋朝
12536,李若谷,未知,宋朝
12537,李寿朋,未知,宋朝
12538,李复圭,未知,宋朝
12539,王博文,未知,宋朝
12540,王畴,未知,宋朝
12541,王鬷,未知,宋朝
12542,李咨,未知,宋朝
12543,程戡,未知,宋朝
12544,夏侯峤,未知,宋朝
12545,盛度,未知,宋朝
12546,丁度,未知,宋朝
12547,郑戬,未知,宋朝
12548,明镐,未知,宋朝
12549,孙抃,未知,宋朝
12550,田况,未知,宋朝
12551,掌禹锡,未知,宋朝
12552,苏绅,未知,宋朝
12553,王洙,未知,宋朝
12554,王钦臣,未知,宋朝
12555,胥偃,未知,宋朝
12556,柳植,未知,宋朝
12557,聂冠卿,未知,宋朝
12558,冯元,未知,宋朝
12559,赵师民,未知,宋朝
12560,张揆,未知,宋朝
12561,杨安国,未知,宋朝
12562,孙甫,未知,宋朝
12563,谢绛,未知,宋朝
12564,谢景温,未知,宋朝
12565,杨察,未知,宋朝
12566,韩丕,未知,宋朝
12567,师颃,未知,宋朝
12568,张茂直,未知,宋朝
12569,梁颢,未知,宋朝
12570,杨徽之,未知,宋朝
12571,杨澈,未知,宋朝
12572,吕文仲,未知,宋朝
12573,吕佑之,未知,宋朝
12574,潘慎修,未知,宋朝
12575,杜镐,未知,宋朝
12576,查陶,未知,宋朝
12577,查道,未知,宋朝
12578,孔道辅,未知,宋朝
12579,孔宗翰,未知,宋朝
12580,鞠咏,未知,宋朝
12581,刘随,未知,宋朝
12582,曹修古,未知,宋朝
12583,郭劝,未知,宋朝
12584,段少连,未知,宋朝
12585,彭乘,未知,宋朝
12586,嵇颖,未知,宋朝
12587,梅挚,未知,宋朝
12588,司马池,未知,宋朝
12589,司马旦,未知,宋朝
12590,司马朴,未知,宋朝
12591,司马里,未知,宋朝
12592,李及,未知,宋朝
12593,燕肃,未知,宋朝
12594,燕度,未知,宋朝
12595,燕瑛,未知,宋朝
12596,蒋堂,未知,宋朝
12597,刘夔,未知,宋朝
12598,马亮,未知,宋朝
12599,陈希亮,未知,宋朝
12600,狄棐,未知,宋朝
12601,狄遵度,未知,宋朝
12602,郎简,未知,宋朝
12603,孙祖德,未知,宋朝
12604,石扬休,未知,宋朝
12605,祖士衡,未知,宋朝
12606,李垂,未知,宋朝
12607,张洞,未知,宋朝
12608,李仕衡,未知,宋朝
12609,李溥,未知,宋朝
12610,胡则,未知,宋朝
12611,薛颜,未知,宋朝
12612,许元,未知,宋朝
12613,钟离瑾,未知,宋朝
12614,孙冲,未知,宋朝
12615,崔峄,未知,宋朝
12616,田瑜,未知,宋朝
12617,施昌言,未知,宋朝
12618,杨偕,未知,宋朝
12619,王沿,未知,宋朝
12620,王鼎,未知,宋朝
12621,杜杞,未知,宋朝
12622,杨畋,未知,宋朝
12623,周湛,未知,宋朝
12624,徐的,未知,宋朝
12625,姚仲孙,未知,宋朝
12626,陈太素,未知,宋朝
12627,李虚己,未知,宋朝
12628,张傅,未知,宋朝
12629,俞献卿,未知,宋朝
12630,陈从易,未知,宋朝
12631,杨大雅,未知,宋朝
12632,边肃,未知,宋朝
12633,梅询,未知,宋朝
12634,马元方,未知,宋朝
12635,薛田,未知,宋朝
12636,寇瑊,未知,宋朝
12637,杨日严,未知,宋朝
12638,李行简,未知,宋朝
12639,章频,未知,宋朝
12640,陈琰,未知,宋朝
12641,李宥,未知,宋朝
12642,张秉,未知,宋朝
12643,张择行,未知,宋朝
12644,郑向,未知,宋朝
12645,郭稹,未知,宋朝
12646,赵贺,未知,宋朝
12647,高觌,未知,宋朝
12648,袁抗,未知,宋朝
12649,徐起,未知,宋朝
12650,张旨,未知,宋朝
12651,齐廓,未知,宋朝
12652,郑骧,未知,宋朝
12653,王臻,未知,宋朝
12654,鱼周询,未知,宋朝
12655,贾黯,未知,宋朝
12656,李京,未知,宋朝
12657,吴鼎臣,未知,宋朝
12658,吕景初,未知,宋朝
12659,吴及,未知,宋朝
12660,范师道,未知,宋朝
12661,李绚,未知,宋朝
12662,何中立,未知,宋朝
12663,沈邈,未知,宋朝
12664,魏瓘,未知,宋朝
12665,魏琰,未知,宋朝
12666,滕宗谅,未知,宋朝
12667,李防,未知,宋朝
12668,赵湘,未知,宋朝
12669,唐肃,未知,宋朝
12670,唐询,未知,宋朝
12671,张述,未知,宋朝
12672,胡顺之,未知,宋朝
12673,陈贯,未知,宋朝
12674,陈安石,未知,宋朝
12675,范祥,未知,宋朝
12676,范育,未知,宋朝
12677,田京,未知,宋朝
12678,周渭,未知,宋朝
12679,梁鼎,未知,宋朝
12680,范正辞,未知,宋朝
12681,范讽,未知,宋朝
12682,刘师道,未知,宋朝
12683,方偕,未知,宋朝
12684,曹颖叔,未知,宋朝
12685,刘元瑜,未知,宋朝
12686,杨告,未知,宋朝
12687,赵及,未知,宋朝
12688,刘湜,未知,宋朝
12689,仲简,未知,宋朝
12690,杨纮,未知,宋朝
12691,杨伟,未知,宋朝
12692,晁迥,未知,宋朝
12693,薛映,未知,宋朝
12694,谢泌,未知,宋朝
12695,孙何,未知,宋朝
12696,孙仅,未知,宋朝
12697,朱台符,未知,宋朝
12698,戚纶,未知,宋朝
12699,张去华,未知,宋朝
12700,张师德,未知,宋朝
12701,乐黄目,未知,宋朝
12702,柴成务,未知,宋朝
12703,乔维岳,未知,宋朝
12704,王陟,未知,宋朝
12705,董俨,未知,宋朝
12706,魏廷式,未知,宋朝
12707,卢琰,未知,宋朝
12708,宋抟,未知,宋朝
12709,凌策,未知,宋朝
12710,杨覃,未知,宋朝
12711,陈世卿,未知,宋朝
12712,李若拙,未知,宋朝
12713,李绎,未知,宋朝
12714,陈知微,未知,宋朝
12715,上官正,未知,宋朝
12716,卢斌,未知,宋朝
12717,周审玉,未知,宋朝
12718,裴济,未知,宋朝
12719,李继宣,未知,宋朝
12720,张旦,未知,宋朝
12721,王延德,未知,宋朝
12722,常延信,未知,宋朝
12723,程德玄,未知,宋朝
12724,魏震,未知,宋朝
12725,张质,未知,宋朝
12726,杨允恭,未知,宋朝
12727,秦羲,未知,宋朝
12728,谢德权,未知,宋朝
12729,阎日新,未知,宋朝
12730,靳怀德,未知,宋朝
12731,李柬之,未知,宋朝
12732,李肃之,未知,宋朝
12733,李承之,未知,宋朝
12734,李及之,未知,宋朝
12735,李孝寿,未知,宋朝
12736,李孝称,未知,宋朝
12737,王曾,未知,宋朝
12738,王子融,未知,宋朝
12739,张知白,未知,宋朝
12740,庞籍,未知,宋朝
12741,庞恭孙,未知,宋朝
12742,王随,未知,宋朝
12743,章得象,未知,宋朝
12744,吕公绰,未知,宋朝
12745,吕公弼,未知,宋朝
12746,吕公孺,未知,宋朝
12747,张士逊,未知,宋朝
12748,曾孝宽,未知,宋朝
12749,曾孝广,未知,宋朝
12750,曾孝蕴,未知,宋朝
12751,陈升之,未知,宋朝
12752,吴充,未知,宋朝
12753,王琪,未知,宋朝
12754,富绍庭,未知,宋朝
12755,范纯佑,未知,宋朝
12756,范正平,未知,宋朝
12757,范纯礼,未知,宋朝
12758,范纯粹,未知,宋朝
12759,韩亿,未知,宋朝
12760,韩绛,未知,宋朝
12761,韩宗师,未知,宋朝
12762,韩维,未知,宋朝
12763,韩宗武,未知,宋朝
12764,吴奎,未知,宋朝
12765,赵屼,未知,宋朝
12766,唐介,未知,宋朝
12767,唐淑问,未知,宋朝
12768,唐义问,未知,宋朝
12769,邵亢,未知,宋朝
12770,邵必,未知,宋朝
12771,冯京,未知,宋朝
12772,钱景谌,未知,宋朝
12773,钱即,未知,宋朝
12774,钱彦远,未知,宋朝
12775,钱勰,未知,宋朝
12776,钱明逸,未知,宋朝
12777,王拱辰,未知,宋朝
12778,张昪,未知,宋朝
12779,赵概,未知,宋朝
12780,胡宗炎,未知,宋朝
12781,胡宗愈,未知,宋朝
12782,胡宗回,未知,宋朝
12783,欧阳发,未知,宋朝
12784,欧阳棐,未知,宋朝
12785,刘奉世,未知,宋朝
12786,吕溱,未知,宋朝
12787,王靖,未知,宋朝
12788,王震,未知,宋朝
12789,彭思永,未知,宋朝
12790,郑獬,未知,宋朝
12791,陈襄,未知,宋朝
12792,钱公辅,未知,宋朝
12793,吕诲,未知,宋朝
12794,钱顗,未知,宋朝
12795,何郯,未知,宋朝
12796,吴中复,未知,宋朝
12797,吴择仁,未知,宋朝
12798,陈荐,未知,宋朝
12799,王猎,未知,宋朝
12800,孙思恭,未知,宋朝
12801,周孟阳,未知,宋朝
12802,齐恢,未知,宋朝
12803,杨绘,未知,宋朝
12804,刘庠,未知,宋朝
12805,朱京,未知,宋朝
12806,蔚昭敏,未知,宋朝
12807,高化,未知,宋朝
12808,周美,未知,宋朝
12809,阎守恭,未知,宋朝
12810,孟元,未知,宋朝
12811,赵振,未知,宋朝
12812,范恪,未知,宋朝
12813,马怀德,未知,宋朝
12814,安俊,未知,宋朝
12815,向宝,未知,宋朝
12816,石普,未知,宋朝
12817,张孜,未知,宋朝
12818,许怀德,未知,宋朝
12819,李允则,未知,宋朝
12820,刘文质,未知,宋朝
12821,刘涣,未知,宋朝
12822,刘沪,未知,宋朝
12823,赵滋,未知,宋朝
12824,刘兼济,未知,宋朝
12825,任福,未知,宋朝
12826,景泰,未知,宋朝
12827,张岊,未知,宋朝
12828,张君平,未知,宋朝
12829,史方,未知,宋朝
12830,卢鉴,未知,宋朝
12831,李渭,未知,宋朝
12832,王果,未知,宋朝
12833,郭咨,未知,宋朝
12834,田敏,未知,宋朝
12835,侍其曙,未知,宋朝
12836,康德舆,未知,宋朝
12837,张昭远,未知,宋朝
12838,唐垧,未知,宋朝
12839,王安礼,未知,宋朝
12840,李清臣,未知,宋朝
12841,安焘,未知,宋朝
12842,张璪,未知,宋朝
12843,蒲宗孟,未知,宋朝
12844,黄履,未知,宋朝
12845,蔡挺,未知,宋朝
12846,蔡抗,未知,宋朝
12847,王厚,未知,宋朝
12848,王采,未知,宋朝
12849,薛向,未知,宋朝
12850,薛嗣昌,未知,宋朝
12851,常秩,未知,宋朝
12852,邓绾,未知,宋朝
12853,邓洵武,未知,宋朝
12854,李定,未知,宋朝
12855,蹇周辅,未知,宋朝
12856,蹇序辰,未知,宋朝
12857,徐铎,未知,宋朝
12858,王广渊,未知,宋朝
12859,王陶,未知,宋朝
12860,王子韶,未知,宋朝
12861,何正臣,未知,宋朝
12862,陈绎,未知,宋朝
12863,任颛,未知,宋朝
12864,李参,未知,宋朝
12865,郭申锡,未知,宋朝
12866,傅求,未知,宋朝
12867,张景宪,未知,宋朝
12868,窦卞,未知,宋朝
12869,卢士宗,未知,宋朝
12870,钱象先,未知,宋朝
12871,韩璹,未知,宋朝
12872,杜纯,未知,宋朝
12873,杜纮,未知,宋朝
12874,杜常,未知,宋朝
12875,谢麟,未知,宋朝
12876,王宗望,未知,宋朝
12877,王吉甫,未知,宋朝
12878,孙长卿,未知,宋朝
12879,周沆,未知,宋朝
12880,李中师,未知,宋朝
12881,罗拯,未知,宋朝
12882,马仲甫,未知,宋朝
12883,王居卿,未知,宋朝
12884,孙构,未知,宋朝
12885,张诜,未知,宋朝
12886,苏采,未知,宋朝
12887,马从先,未知,宋朝
12888,李大临,未知,宋朝
12889,祖无择,未知,宋朝
12890,程师孟,未知,宋朝
12891,张问,未知,宋朝
12892,苗时中,未知,宋朝
12893,韩贽,未知,宋朝
12894,楚建中,未知,宋朝
12895,张颉,未知,宋朝
12896,卢革,未知,宋朝
12897,卢秉,未知,宋朝
12898,滕元发,未知,宋朝
12899,李师中,未知,宋朝
12900,陆诜,未知,宋朝
12901,陆师闵,未知,宋朝
12902,孙路,未知,宋朝
12903,游师雄,未知,宋朝
12904,穆衍,未知,宋朝
12905,杨佐,未知,宋朝
12906,李兑,未知,宋朝
12907,沈立,未知,宋朝
12908,张掞,未知,宋朝
12909,俞充,未知,宋朝
12910,阎询,未知,宋朝
12911,葛宫,未知,宋朝
12912,张田,未知,宋朝
12913,荣諲,未知,宋朝
12914,李载,未知,宋朝
12915,姚涣,未知,宋朝
12916,朱景,未知,宋朝
12917,朱光庭,未知,宋朝
12918,朱寿隆,未知,宋朝
12919,卢士宏,未知,宋朝
12920,单煦,未知,宋朝
12921,杨仲元,未知,宋朝
12922,余良肱,未知,宋朝
12923,潘夙,未知,宋朝
12924,徐禧,未知,宋朝
12925,李稷,未知,宋朝
12926,高永能,未知,宋朝
12927,沈起,未知,宋朝
12928,刘彝,未知,宋朝
12929,熊本,未知,宋朝
12930,萧注,未知,宋朝
12931,林广,未知,宋朝
12932,司马康,未知,宋朝
12933,吕希纯,未知,宋朝
12934,范百禄,未知,宋朝
12935,苏过,未知,宋朝
12936,苏元老,未知,宋朝
12937,吕大临,未知,宋朝
12938,刘挚,未知,宋朝
12939,王存,未知,宋朝
12940,孙固,未知,宋朝
12941,赵瞻,未知,宋朝
12942,傅尧俞,未知,宋朝
12943,梁焘,未知,宋朝
12944,王岩叟,未知,宋朝
12945,郑雍,未知,宋朝
12946,孙永,未知,宋朝
12947,元绛,未知,宋朝
12948,许将,未知,宋朝
12949,邓润甫,未知,宋朝
12950,林希,未知,宋朝
12951,林旦,未知,宋朝
12952,陆佃,未知,宋朝
12953,吴居厚,未知,宋朝
12954,温益,未知,宋朝
12955,孙觉,未知,宋朝
12956,孙览,未知,宋朝
12957,孔武仲,未知,宋朝
12958,鲜于侁,未知,宋朝
12959,顾临,未知,宋朝
12960,李之纯,未知,宋朝
12961,王觌,未知,宋朝
12962,王俊义,未知,宋朝
12963,马默,未知,宋朝
12964,刘安世,未知,宋朝
12965,邹浩,未知,宋朝
12966,任伯雨,未知,宋朝
12967,陈次升,未知,宋朝
12968,陈师锡,未知,宋朝
12969,彭汝霖,未知,宋朝
12970,彭汝方,未知,宋朝
12971,张庭坚,未知,宋朝
12972,龚夬,未知,宋朝
12973,孙谔,未知,宋朝
12974,陈轩,未知,宋朝
12975,江公望,未知,宋朝
12976,陈佑,未知,宋朝
12977,常安民,未知,宋朝
12978,孙鼛,未知,宋朝
12979,吴时,未知,宋朝
12980,吴师礼,未知,宋朝
12981,王汉之,未知,宋朝
12982,王涣之,未知,宋朝
12983,黄廉,未知,宋朝
12984,盛陶,未知,宋朝
12985,章衡,未知,宋朝
12986,颜复,未知,宋朝
12987,韩川,未知,宋朝
12988,龚鼎臣,未知,宋朝
12989,郑穆,未知,宋朝
12990,席旦,未知,宋朝
12991,乔执中,未知,宋朝
12992,傅楫,未知,宋朝
12993,沈畸,未知,宋朝
12994,萧服,未知,宋朝
12995,徐绩,未知,宋朝
12996,张汝明,未知,宋朝
12997,黄葆光,未知,宋朝
12998,石公弼,未知,宋朝
12999,张克公,未知,宋朝
13000,毛注,未知,宋朝
13001,洪彦升,未知,宋朝
13002,陶节夫,未知,宋朝
13003,毛渐,未知,宋朝
13004,王祖道,未知,宋朝
13005,张庄,未知,宋朝
13006,赵遹,未知,宋朝
13007,郝质,未知,宋朝
13008,窦舜卿,未知,宋朝
13009,刘昌祚,未知,宋朝
13010,卢政,未知,宋朝
13011,燕达,未知,宋朝
13012,姚兕,未知,宋朝
13013,姚雄,未知,宋朝
13014,姚古,未知,宋朝
13015,姚麟,未知,宋朝
13016,杨遂,未知,宋朝
13017,刘舜卿,未知,宋朝
13018,宋守约,未知,宋朝
13019,宋球,未知,宋朝
13020,苗授,未知,宋朝
13021,苗履,未知,宋朝
13022,王君万,未知,宋朝
13023,王赡,未知,宋朝
13024,张守约,未知,宋朝
13025,王文郁,未知,宋朝
13026,周永清,未知,宋朝
13027,刘绍能,未知,宋朝
13028,王光祖,未知,宋朝
13029,李浩,未知,宋朝
13030,和斌,未知,宋朝
13031,和诜,未知,宋朝
13032,刘仲武,未知,宋朝
13033,刘阒,未知,宋朝
13034,郭成,未知,宋朝
13035,张整,未知,宋朝
13036,张蕴,未知,宋朝
13037,王恩,未知,宋朝
13038,杨应询,未知,宋朝
13039,赵隆,未知,宋朝
13040,赵挺之,未知,宋朝
13041,张唐英,未知,宋朝
13042,张商英,未知,宋朝
13043,刘正夫,未知,宋朝
13044,何执中,未知,宋朝
13045,郑居中,未知,宋朝
13046,张康国,未知,宋朝
13047,朱谔,未知,宋朝
13048,刘逵,未知,宋朝
13049,林摅,未知,宋朝
13050,管师仁,未知,宋朝
13051,侯蒙,未知,宋朝
13052,唐恪,未知,宋朝
13053,余深,未知,宋朝
13054,薛昂,未知,宋朝
13055,吴敏,未知,宋朝
13056,王襄,未知,宋朝
13057,赵野,未知,宋朝
13058,曹辅,未知,宋朝
13059,耿南仲,未知,宋朝
13060,何栗,未知,宋朝
13061,孙傅,未知,宋朝
13062,陈过庭,未知,宋朝
13063,聂昌,未知,宋朝
13064,张阁,未知,宋朝
13065,张近,未知,宋朝
13066,郑仅,未知,宋朝
13067,宇文常,未知,宋朝
13068,许几,未知,宋朝
13069,程之邵,未知,宋朝
13070,龚原,未知,宋朝
13071,崔公度,未知,宋朝
13072,蒲卣,未知,宋朝
13073,沈铢,未知,宋朝
13074,沈锡,未知,宋朝
13075,路昌衡,未知,宋朝
13076,谢文瓘,未知,宋朝
13077,陆蕴,未知,宋朝
13078,黄寔,未知,宋朝
13079,姚佑,未知,宋朝
13080,沈积中,未知,宋朝
13081,李伯宗,未知,宋朝
13082,汪澥,未知,宋朝
13083,何常,未知,宋朝
13084,叶祖洽,未知,宋朝
13085,时彦,未知,宋朝
13086,霍端友,未知,宋朝
13087,俞栗,未知,宋朝
13088,蔡薿,未知,宋朝
13089,贾易,未知,宋朝
13090,董敦逸,未知,宋朝
13091,上官均,未知,宋朝
13092,来之邵,未知,宋朝
13093,叶涛,未知,宋朝
13094,杨畏,未知,宋朝
13095,崔台符,未知,宋朝
13096,杨汲,未知,宋朝
13097,吕嘉问,未知,宋朝
13098,李南公,未知,宋朝
13099,董必,未知,宋朝
13100,虞策,未知,宋朝
13101,虞奕,未知,宋朝
13102,郭知章,未知,宋朝
13103,刘拯,未知,宋朝
13104,钱遹,未知,宋朝
13105,石豫,未知,宋朝
13106,左肤,未知,宋朝
13107,许敦仁,未知,宋朝
13108,吴执中,未知,宋朝
13109,吴材,未知,宋朝
13110,宋乔年,未知,宋朝
13111,宋昪,未知,宋朝
13112,强渊明,未知,宋朝
13113,蔡居厚,未知,宋朝
13114,刘嗣明,未知,宋朝
13115,蒋静,未知,宋朝
13116,贾伟节,未知,宋朝
13117,崔鶠,未知,宋朝
13118,张根,未知,宋朝
13119,张朴,未知,宋朝
13120,任谅,未知,宋朝
13121,周常,未知,宋朝
13122,何灌,未知,宋朝
13123,李熙靖,未知,宋朝
13124,谭世绩,未知,宋朝
13125,梅执礼,未知,宋朝
13126,程振,未知,宋朝
13127,刘延庆,未知,宋朝
13128,张枃,未知,宋朝
13129,范宗尹,未知,宋朝
13130,范致虚,未知,宋朝
13131,李孟传,未知,宋朝
13132,许翰,未知,宋朝
13133,许景衡,未知,宋朝
13134,张所,未知,宋朝
13135,陈禾,未知,宋朝
13136,蒋猷,未知,宋朝
13137,刘锜,未知,宋朝
13138,吴玠,未知,宋朝
13139,吴璘,未知,宋朝
13140,吴挺,未知,宋朝
13141,李显忠,未知,宋朝
13142,杨存中,未知,宋朝
13143,郭浩,未知,宋朝
13144,魏胜,未知,宋朝
13145,胡闳休,未知,宋朝
13146,张子盖,未知,宋朝
13147,张宗颜,未知,宋朝
13148,解元,未知,宋朝
13149,曲端,未知,宋朝
13150,王友直,未知,宋朝
13151,李宝,未知,宋朝
13152,成闵,未知,宋朝
